ct_sc_pipeline	ct_author	percent_overlap
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Micro	19.232613908872903
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sst	28.76010781671159
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Pax6	14.530642023346303
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	VLMC	1.0205635948210205
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Vip	25.441769143329545
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_ET	19.09392789373814
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L2.3_IT	72.25346020761246
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Endo	25.959925854003
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Astro	21.313072277420613
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Chandelier	18.757585788370296
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	OPC	22.671762841428173
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Lamp5_Lhx6	12.90283203125
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Immune	1.1461744566835368
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	PC	27.9776728209532
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Oligo	21.23835513315141
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_CT	29.256965944272444
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sncg	14.49976403964134
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT_Car3	28.453713123092573
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5.6_NP	24.48056841425342
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	SMC	13.054021285194665
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sst_Chodl	1.585386868860934
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Pvalb	27.693931398416886
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT	57.61343804537522
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_IT	55.30341404113059
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Lamp5	21.751171708564126
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6b	32.347772149281504
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L4_IT	50.29336078229542
chandelier.pvalb.GABAergic.cortical.interneuron	Micro	30.226408858039992
chandelier.pvalb.GABAergic.cortical.interneuron	Sst	35.977129453159364
chandelier.pvalb.GABAergic.cortical.interneuron	Pax6	35.78947368421053
chandelier.pvalb.GABAergic.cortical.interneuron	VLMC	1.774622892635315
chandelier.pvalb.GABAergic.cortical.interneuron	Vip	31.392589888665814
chandelier.pvalb.GABAergic.cortical.interneuron	L5_ET	22.318714719930526
chandelier.pvalb.GABAergic.cortical.interneuron	L2.3_IT	19.162584557965943
chandelier.pvalb.GABAergic.cortical.interneuron	Endo	31.545288436439574
chandelier.pvalb.GABAergic.cortical.interneuron	Astro	23.501238645747318
chandelier.pvalb.GABAergic.cortical.interneuron	Chandelier	88.88888888888889
chandelier.pvalb.GABAergic.cortical.interneuron	OPC	28.562615669339912
chandelier.pvalb.GABAergic.cortical.interneuron	Lamp5_Lhx6	23.87948207171315
chandelier.pvalb.GABAergic.cortical.interneuron	Immune	0.8118295158016816
chandelier.pvalb.GABAergic.cortical.interneuron	PC	31.679805942995756
chandelier.pvalb.GABAergic.cortical.interneuron	Oligo	24.428437206388978
chandelier.pvalb.GABAergic.cortical.interneuron	L6_CT	31.37586732103571
chandelier.pvalb.GABAergic.cortical.interneuron	Sncg	28.40882143704055
chandelier.pvalb.GABAergic.cortical.interneuron	L6_IT_Car3	30.385561936013126
chandelier.pvalb.GABAergic.cortical.interneuron	L5.6_NP	31.425855513307983
chandelier.pvalb.GABAergic.cortical.interneuron	SMC	28.64180154820549
chandelier.pvalb.GABAergic.cortical.interneuron	Sst_Chodl	2.8341288782816227
chandelier.pvalb.GABAergic.cortical.interneuron	Pvalb	26.565798733286417
chandelier.pvalb.GABAergic.cortical.interneuron	L6_IT	20.768526989935957
chandelier.pvalb.GABAergic.cortical.interneuron	L5_IT	24.298365972308844
chandelier.pvalb.GABAergic.cortical.interneuron	Lamp5	32.88341158059468
chandelier.pvalb.GABAergic.cortical.interneuron	L6b	27.79583875162549
chandelier.pvalb.GABAergic.cortical.interneuron	L4_IT	23.859602997239385
lamp5.GABAergic.cortical.interneuron	Micro	20.302746566791512
lamp5.GABAergic.cortical.interneuron	Sst	28.756440607157778
lamp5.GABAergic.cortical.interneuron	Pax6	26.751135548649295
lamp5.GABAergic.cortical.interneuron	VLMC	1.53946937438585
lamp5.GABAergic.cortical.interneuron	Vip	35.47701815372731
lamp5.GABAergic.cortical.interneuron	L5_ET	22.277676950998185
lamp5.GABAergic.cortical.interneuron	L2.3_IT	23.188916285076903
lamp5.GABAergic.cortical.interneuron	Endo	21.576354679802957
lamp5.GABAergic.cortical.interneuron	Astro	21.71675244894571
lamp5.GABAergic.cortical.interneuron	Chandelier	27.92156862745098
lamp5.GABAergic.cortical.interneuron	OPC	24.562737642585553
lamp5.GABAergic.cortical.interneuron	Lamp5_Lhx6	38.13411078717201
lamp5.GABAergic.cortical.interneuron	Immune	1.1549566891241578
lamp5.GABAergic.cortical.interneuron	PC	21.265477678064297
lamp5.GABAergic.cortical.interneuron	Oligo	20.930954228083785
lamp5.GABAergic.cortical.interneuron	L6_CT	28.832054560954816
lamp5.GABAergic.cortical.interneuron	Sncg	28.606903402036256
lamp5.GABAergic.cortical.interneuron	L6_IT_Car3	29.11582817984289
lamp5.GABAergic.cortical.interneuron	L5.6_NP	30.601092896174862
lamp5.GABAergic.cortical.interneuron	SMC	17.14876033057851
lamp5.GABAergic.cortical.interneuron	Sst_Chodl	2.5201612903225805
lamp5.GABAergic.cortical.interneuron	Pvalb	33.76847763486274
lamp5.GABAergic.cortical.interneuron	L6_IT	25.390090336709555
lamp5.GABAergic.cortical.interneuron	L5_IT	27.002665989589946
lamp5.GABAergic.cortical.interneuron	Lamp5	61.76760216642048
lamp5.GABAergic.cortical.interneuron	L6b	29.731100963977678
lamp5.GABAergic.cortical.interneuron	L4_IT	27.833356173770042
sst.GABAergic.cortical.interneuron	Micro	30.785998204898064
sst.GABAergic.cortical.interneuron	Sst	83.25875636475853
sst.GABAergic.cortical.interneuron	Pax6	27.536231884057973
sst.GABAergic.cortical.interneuron	VLMC	1.1879259980525803
sst.GABAergic.cortical.interneuron	Vip	36.812873825121045
sst.GABAergic.cortical.interneuron	L5_ET	21.962905718701702
sst.GABAergic.cortical.interneuron	L2.3_IT	29.14336178981454
sst.GABAergic.cortical.interneuron	Endo	35.730909896930065
sst.GABAergic.cortical.interneuron	Astro	26.42520086723632
sst.GABAergic.cortical.interneuron	Chandelier	36.238742176766905
sst.GABAergic.cortical.interneuron	OPC	30.53296102950103
sst.GABAergic.cortical.interneuron	Lamp5_Lhx6	19.748177601060306
sst.GABAergic.cortical.interneuron	Immune	0.9021113243761996
sst.GABAergic.cortical.interneuron	PC	36.26546445795764
sst.GABAergic.cortical.interneuron	Oligo	27.050889025137952
sst.GABAergic.cortical.interneuron	L6_CT	35.106240812508354
sst.GABAergic.cortical.interneuron	Sncg	24.655088459665638
sst.GABAergic.cortical.interneuron	L6_IT_Car3	33.82851185822257
sst.GABAergic.cortical.interneuron	L5.6_NP	33.835021707670045
sst.GABAergic.cortical.interneuron	SMC	23.11271975180972
sst.GABAergic.cortical.interneuron	Sst_Chodl	2.2640753356040872
sst.GABAergic.cortical.interneuron	Pvalb	32.83789415196555
sst.GABAergic.cortical.interneuron	L6_IT	30.173461495967295
sst.GABAergic.cortical.interneuron	L5_IT	35.49147818630078
sst.GABAergic.cortical.interneuron	Lamp5	32.54394885950894
sst.GABAergic.cortical.interneuron	L6b	33.92973749510252
sst.GABAergic.cortical.interneuron	L4_IT	33.71402978389878
microglial.cell	Micro	75.3606895259509
microglial.cell	Sst	32.15788171244741
microglial.cell	Pax6	24.523110785033015
microglial.cell	VLMC	1.6477637491975177
microglial.cell	Vip	24.495132936219672
microglial.cell	L5_ET	18.616567036720753
microglial.cell	L2.3_IT	20.506046133523014
microglial.cell	Endo	42.773849398337674
microglial.cell	Astro	27.355666429080543
microglial.cell	Chandelier	30.746753246753247
microglial.cell	OPC	32.479327639962044
microglial.cell	Lamp5_Lhx6	15.173172072567345
microglial.cell	Immune	1.7894298793175198
microglial.cell	PC	42.257096699746135
microglial.cell	Oligo	29.883785279468732
microglial.cell	L6_CT	26.630585623091868
microglial.cell	Sncg	19.109068410818455
microglial.cell	L6_IT_Car3	26.851220510023182
microglial.cell	L5.6_NP	25.55876539455679
microglial.cell	SMC	27.477901072033102
microglial.cell	Sst_Chodl	1.5582655826558265
microglial.cell	Pvalb	20.63514467184192
microglial.cell	L6_IT	21.276354568125143
microglial.cell	L5_IT	23.856279671989643
microglial.cell	Lamp5	25.103575264692342
microglial.cell	L6b	24.12498323722677
microglial.cell	L4_IT	23.952164009111616
oligodendrocyte	Micro	29.73901098901099
oligodendrocyte	Sst	28.38898652606913
oligodendrocyte	Pax6	20.912746983738415
oligodendrocyte	VLMC	1.4204545454545454
oligodendrocyte	Vip	24.388509670079635
oligodendrocyte	L5_ET	17.462959880139838
oligodendrocyte	L2.3_IT	21.324110671936758
oligodendrocyte	Endo	28.868282873421965
oligodendrocyte	Astro	31.30321835762736
oligodendrocyte	Chandelier	25.80893682588598
oligodendrocyte	OPC	38.15350389321468
oligodendrocyte	Lamp5_Lhx6	13.491501416430594
oligodendrocyte	Immune	1.2669100279149668
oligodendrocyte	PC	29.97579202189243
oligodendrocyte	Oligo	92.34016887816647
oligodendrocyte	L6_CT	25.334776139591504
oligodendrocyte	Sncg	17.751072961373392
oligodendrocyte	L6_IT_Car3	27.94516829533116
oligodendrocyte	L5.6_NP	23.742810794868014
oligodendrocyte	SMC	21.71174509077436
oligodendrocyte	Sst_Chodl	1.590594744121715
oligodendrocyte	Pvalb	22.492957746478872
oligodendrocyte	L6_IT	24.280677811895828
oligodendrocyte	L5_IT	26.093013287612518
oligodendrocyte	Lamp5	24.51127819548872
oligodendrocyte	L6b	24.17161716171617
oligodendrocyte	L4_IT	27.66006448641179
astrocyte	Micro	26.425391354301308
astrocyte	Sst	26.253976021531685
astrocyte	Pax6	19.636711281070745
astrocyte	VLMC	1.6302984700275898
astrocyte	Vip	23.770241368774823
astrocyte	L5_ET	17.945886250690226
astrocyte	L2.3_IT	21.21212121212121
astrocyte	Endo	26.441305857837463
astrocyte	Astro	89.6103896103896
astrocyte	Chandelier	23.126127603739544
astrocyte	OPC	33.00859598853868
astrocyte	Lamp5_Lhx6	14.223281684545093
astrocyte	Immune	1.2122711528946066
astrocyte	PC	26.29366106080207
astrocyte	Oligo	31.031944648903284
astrocyte	L6_CT	23.53362971461351
astrocyte	Sncg	17.065811804638884
astrocyte	L6_IT_Car3	25.414759725400458
astrocyte	L5.6_NP	22.752497225305216
astrocyte	SMC	18.727634194831015
astrocyte	Sst_Chodl	1.6866158868335146
astrocyte	Pvalb	22.962849717168627
astrocyte	L6_IT	23.811243529553387
astrocyte	L5_IT	24.787186379928315
astrocyte	Lamp5	22.973845657087505
astrocyte	L6b	23.598361813303207
astrocyte	L4_IT	25.465465465465467
pvalb.GABAergic.cortical.interneuron	Micro	21.187162737858564
pvalb.GABAergic.cortical.interneuron	Sst	33.113543452459446
pvalb.GABAergic.cortical.interneuron	Pax6	22.510561255280628
pvalb.GABAergic.cortical.interneuron	VLMC	1.118508655126498
pvalb.GABAergic.cortical.interneuron	Vip	35.299189515433696
pvalb.GABAergic.cortical.interneuron	L5_ET	23.321414382201034
pvalb.GABAergic.cortical.interneuron	L2.3_IT	28.25354012137559
pvalb.GABAergic.cortical.interneuron	Endo	23.76754436840274
pvalb.GABAergic.cortical.interneuron	Astro	23.656727713031632
pvalb.GABAergic.cortical.interneuron	Chandelier	28.100470957613815
pvalb.GABAergic.cortical.interneuron	OPC	25.183951131473
pvalb.GABAergic.cortical.interneuron	Lamp5_Lhx6	23.075216330153093
pvalb.GABAergic.cortical.interneuron	Immune	1.0493179433368311
pvalb.GABAergic.cortical.interneuron	PC	24.075275794938353
pvalb.GABAergic.cortical.interneuron	Oligo	22.77255906632508
pvalb.GABAergic.cortical.interneuron	L6_CT	30.135072193758734
pvalb.GABAergic.cortical.interneuron	Sncg	22.912820512820513
pvalb.GABAergic.cortical.interneuron	L6_IT_Car3	30.115712545676004
pvalb.GABAergic.cortical.interneuron	L5.6_NP	32.137834036568215
pvalb.GABAergic.cortical.interneuron	SMC	15.67209162145871
pvalb.GABAergic.cortical.interneuron	Sst_Chodl	2.1654636313159354
pvalb.GABAergic.cortical.interneuron	Pvalb	87.36184526669871
pvalb.GABAergic.cortical.interneuron	L6_IT	31.442825259288433
pvalb.GABAergic.cortical.interneuron	L5_IT	33.52565676405598
pvalb.GABAergic.cortical.interneuron	Lamp5	32.502242152466366
pvalb.GABAergic.cortical.interneuron	L6b	33.2079611346184
pvalb.GABAergic.cortical.interneuron	L4_IT	32.513661202185794
PAX6.GABAergic.cortical.interneuron	Micro	23.87599709934735
PAX6.GABAergic.cortical.interneuron	Sst	28.615960099750623
PAX6.GABAergic.cortical.interneuron	Pax6	67.71417882528993
PAX6.GABAergic.cortical.interneuron	VLMC	2.2514868309260834
PAX6.GABAergic.cortical.interneuron	Vip	31.196763202725723
PAX6.GABAergic.cortical.interneuron	L5_ET	24.354444142430008
PAX6.GABAergic.cortical.interneuron	L2.3_IT	15.923646866758759
PAX6.GABAergic.cortical.interneuron	Endo	22.365212679490654
PAX6.GABAergic.cortical.interneuron	Astro	20.46389824167602
PAX6.GABAergic.cortical.interneuron	Chandelier	36.737622578330544
PAX6.GABAergic.cortical.interneuron	OPC	23.96946564885496
PAX6.GABAergic.cortical.interneuron	Lamp5_Lhx6	26.34807878592186
PAX6.GABAergic.cortical.interneuron	Immune	0.7860984691766653
PAX6.GABAergic.cortical.interneuron	PC	22.424317926996387
PAX6.GABAergic.cortical.interneuron	Oligo	20.359385903698534
PAX6.GABAergic.cortical.interneuron	L6_CT	28.32601641534644
PAX6.GABAergic.cortical.interneuron	Sncg	36.125
PAX6.GABAergic.cortical.interneuron	L6_IT_Car3	28.24186046511628
PAX6.GABAergic.cortical.interneuron	L5.6_NP	29.920212765957448
PAX6.GABAergic.cortical.interneuron	SMC	26.16345062429058
PAX6.GABAergic.cortical.interneuron	Sst_Chodl	4.225959465286762
PAX6.GABAergic.cortical.interneuron	Pvalb	23.822042467138523
PAX6.GABAergic.cortical.interneuron	L6_IT	18.034200316137376
PAX6.GABAergic.cortical.interneuron	L5_IT	20.28187919463087
PAX6.GABAergic.cortical.interneuron	Lamp5	33.032198285846654
PAX6.GABAergic.cortical.interneuron	L6b	25.65377532228361
PAX6.GABAergic.cortical.interneuron	L4_IT	21.075392821104224
vip.GABAergic.cortical.interneuron	Micro	23.550243470562197
vip.GABAergic.cortical.interneuron	Sst	35.43371522094926
vip.GABAergic.cortical.interneuron	Pax6	29.275741710296685
vip.GABAergic.cortical.interneuron	VLMC	1.3366750208855471
vip.GABAergic.cortical.interneuron	Vip	85.71773220747889
vip.GABAergic.cortical.interneuron	L5_ET	21.986245954692556
vip.GABAergic.cortical.interneuron	L2.3_IT	25.827740492170022
vip.GABAergic.cortical.interneuron	Endo	25.448242887879513
vip.GABAergic.cortical.interneuron	Astro	23.769100169779286
vip.GABAergic.cortical.interneuron	Chandelier	31.57313707451702
vip.GABAergic.cortical.interneuron	OPC	27.474108170310704
vip.GABAergic.cortical.interneuron	Lamp5_Lhx6	23.415977961432507
vip.GABAergic.cortical.interneuron	Immune	0.9053497942386831
vip.GABAergic.cortical.interneuron	PC	25.592786374262495
vip.GABAergic.cortical.interneuron	Oligo	23.52083940542116
vip.GABAergic.cortical.interneuron	L6_CT	31.671742266388843
vip.GABAergic.cortical.interneuron	Sncg	29.564637938693913
vip.GABAergic.cortical.interneuron	L6_IT_Car3	31.425435157597615
vip.GABAergic.cortical.interneuron	L5.6_NP	33.14627081824764
vip.GABAergic.cortical.interneuron	SMC	18.82526938516797
vip.GABAergic.cortical.interneuron	Sst_Chodl	2.5924847072531314
vip.GABAergic.cortical.interneuron	Pvalb	33.65990202939118
vip.GABAergic.cortical.interneuron	L6_IT	27.72020725388601
vip.GABAergic.cortical.interneuron	L5_IT	30.306345733041574
vip.GABAergic.cortical.interneuron	Lamp5	35.856498873027796
vip.GABAergic.cortical.interneuron	L6b	31.932374782746088
vip.GABAergic.cortical.interneuron	L4_IT	30.59099192918511
deep.layer.non.IT	Micro	22.04957893488317
deep.layer.non.IT	Sst	32.75958421817369
deep.layer.non.IT	Pax6	19.656930922577654
deep.layer.non.IT	VLMC	1.2078220858895705
deep.layer.non.IT	Vip	31.57607211144496
