ct_sc_pipeline	ct_author	spearman_log2FoldChange	spearman_pvalue	contrast
vascular.leptomeningeal.cell	VLMC	0.6467561957143881	0.5886588710472663	Age_death
sst.GABAergic.cortical.interneuron	Sst	0.98456097324062	0.9554478704689652	Age_death
sst.GABAergic.cortical.interneuron	Sst_Chodl	0.4383598031385656	0.3598268831144345	Age_death
lamp5.GABAergic.cortical.interneuron	Lamp5_Lhx6	0.815645185816909	0.6498557381643201	Age_death
lamp5.GABAergic.cortical.interneuron	Lamp5	0.8991351206761309	0.7949033439876042	Age_death
sncg.GABAergic.cortical.interneuron	Sncg	0.940821751714378	0.8382975856565568	Age_death
microglial.cell	Micro	0.9591471939069992	0.8763845401001686	Age_death
microglial.cell	Immune	0.1997496395926123	0.3049623392516402	Age_death
corticothalamic.projecting.glutamatergic.cortical.neuron	L6_CT	0.9201458965905336	0.8292776426365063	Age_death
PAX6.GABAergic.cortical.interneuron	Pax6	0.942893785392212	0.8516622984547187	Age_death
oligodendrocyte	Oligo	0.9898370750667757	0.978853303752045	Age_death
L5.extratelencephalic.projecting.glutamatergic.cortical.neuron	L5_ET	0.8373410700602121	0.6842750689354193	Age_death
oligodendrocyte.precursor.cell	OPC	0.9965232047065394	0.9925104962056835	Age_death
near.projecting.glutamatergic.cortical.neuron	L5.6_NP	0.982113420960974	0.967559643237339	Age_death
chandelier.pvalb.GABAergic.cortical.interneuron	Chandelier	0.990968985204672	0.9726759877315212	Age_death
endothelial.cell	Endo	0.9451616538905192	0.9253985557033964	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L2.3_IT	0.9082150986316124	0.8432712106099506	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT_Car3	0.4816540981429781	0.1837865982574739	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT	0.8581898368253125	0.7081539675105069	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_IT	0.7596781157139525	0.6198405071874126	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L4_IT	0.7184946811337725	0.5499670706393431	Age_death
vip.GABAergic.cortical.interneuron	Vip	0.9877654563757012	0.9666268995492584	Age_death
L6b.glutamatergic.cortical.neuron	L6b	0.9652808383300316	0.9178615069458838	Age_death
pvalb.GABAergic.cortical.interneuron	Pvalb	0.990223627866962	0.9734199859263264	Age_death
astrocyte	Astro	0.981717544585062	0.9672866728991034	Age_death
