ct_sc_pipeline	ct_author	spearman_log2FoldChange	spearman_pvalue
vascular.leptomeningeal.cell	Micro	0.19289872868727728	0.14121245585848188
vascular.leptomeningeal.cell	Sst	0.12008885357702623	0.053239497575303725
vascular.leptomeningeal.cell	Pax6	0.08836861178491676	0.09740400945731309
vascular.leptomeningeal.cell	VLMC	0.3887054479206865	0.2860873498418708
vascular.leptomeningeal.cell	Vip	0.0798361682008047	0.030990712220867335
vascular.leptomeningeal.cell	L5_ET	0.11724400305373862	0.05188983982018737
vascular.leptomeningeal.cell	L2.3_IT	0.09904529838382352	-0.005140914340012002
vascular.leptomeningeal.cell	Endo	0.1873142639708081	0.2424777877161635
vascular.leptomeningeal.cell	Astro	0.14421511544097837	0.06530950097693032
vascular.leptomeningeal.cell	Chandelier	0.11363082111449395	0.12120273194232808
vascular.leptomeningeal.cell	OPC	0.057584834182415855	0.06127876653864308
vascular.leptomeningeal.cell	Lamp5_Lhx6	0.09192459848922886	0.09129536273658986
vascular.leptomeningeal.cell	Immune	-0.06778560954529386	0.11829799891723201
vascular.leptomeningeal.cell	PC	0.5641979120039404	0.3868882337407244
vascular.leptomeningeal.cell	Oligo	0.05717793929742421	0.08942111332628677
vascular.leptomeningeal.cell	L6_CT	0.13391472384287603	0.04653143808952384
vascular.leptomeningeal.cell	Sncg	0.09474757963436643	0.0968175186870786
vascular.leptomeningeal.cell	L6_IT_Car3	0.11206558501922621	0.05057830024157285
vascular.leptomeningeal.cell	L5.6_NP	0.16802404531904092	0.04681644731593838
vascular.leptomeningeal.cell	SMC	0.33800110627880126	0.2017543007884764
vascular.leptomeningeal.cell	Sst_Chodl	0.06707925880322485	0.0860796039828207
vascular.leptomeningeal.cell	Pvalb	0.10566341619812908	0.020124319287224083
vascular.leptomeningeal.cell	L6_IT	0.06618396847421469	-0.0002984019940207035
vascular.leptomeningeal.cell	L5_IT	0.0962329343120356	0.009121701675535245
vascular.leptomeningeal.cell	Lamp5	0.07337275737286796	0.06537011829612736
vascular.leptomeningeal.cell	L6b	0.13897818453644203	0.03941789462886964
vascular.leptomeningeal.cell	L4_IT	0.10712184656041118	-0.014046875057807608
sst.GABAergic.cortical.interneuron	Micro	0.3129247151302752	0.09290400671792046
sst.GABAergic.cortical.interneuron	Sst	0.949428189559357	0.8511126360361596
sst.GABAergic.cortical.interneuron	Pax6	0.32831921031697986	0.1230284792075654
sst.GABAergic.cortical.interneuron	VLMC	-0.02482571384764251	0.046706138654158194
sst.GABAergic.cortical.interneuron	Vip	0.4044368183061657	0.17302547243577407
sst.GABAergic.cortical.interneuron	L5_ET	0.45828201875562496	0.15219615582756535
sst.GABAergic.cortical.interneuron	L2.3_IT	0.42827297713712636	0.18660109432531588
sst.GABAergic.cortical.interneuron	Endo	0.1122768816564941	0.053290669608858116
sst.GABAergic.cortical.interneuron	Astro	0.2317940707146758	0.0699233526476209
sst.GABAergic.cortical.interneuron	Chandelier	0.3795144491239357	0.14137747881680612
sst.GABAergic.cortical.interneuron	OPC	0.32098465827831585	0.08717266851531896
sst.GABAergic.cortical.interneuron	Lamp5_Lhx6	0.4160514947237374	0.13013806453498752
sst.GABAergic.cortical.interneuron	Immune	-0.04161399920741395	0.04730345920082878
sst.GABAergic.cortical.interneuron	PC	0.18411278835989348	0.021742670237713486
sst.GABAergic.cortical.interneuron	Oligo	0.22566612747244053	0.09700473079478272
sst.GABAergic.cortical.interneuron	L6_CT	0.5232912404477991	0.14543724011297526
sst.GABAergic.cortical.interneuron	Sncg	0.368770478553356	0.16038306387379944
sst.GABAergic.cortical.interneuron	L6_IT_Car3	0.4555394356067264	0.13592164095658435
sst.GABAergic.cortical.interneuron	L5.6_NP	0.5216291325872632	0.1574799693969031
sst.GABAergic.cortical.interneuron	SMC	0.0600546085576002	0.044576977061895784
sst.GABAergic.cortical.interneuron	Sst_Chodl	0.2139867338537823	0.13084096755550448
sst.GABAergic.cortical.interneuron	Pvalb	0.5738430949441337	0.2608807279829001
sst.GABAergic.cortical.interneuron	L6_IT	0.41812489905943795	0.15334033471569078
sst.GABAergic.cortical.interneuron	L5_IT	0.39207827823180513	0.16036777835242402
sst.GABAergic.cortical.interneuron	Lamp5	0.3731577990673238	0.1295377449677688
sst.GABAergic.cortical.interneuron	L6b	0.5186842108095819	0.13251000233568008
sst.GABAergic.cortical.interneuron	L4_IT	0.446657304648603	0.14928865534726443
lamp5.GABAergic.cortical.interneuron	Micro	0.14722080959667516	0.07574147358664356
lamp5.GABAergic.cortical.interneuron	Sst	0.4319313090130644	0.16958790259941653
lamp5.GABAergic.cortical.interneuron	Pax6	0.236714373757084	0.1177874548450842
lamp5.GABAergic.cortical.interneuron	VLMC	0.04506665427601253	0.002227494306309126
lamp5.GABAergic.cortical.interneuron	Vip	0.37589868982340313	0.22740688135211848
lamp5.GABAergic.cortical.interneuron	L5_ET	0.2619730221841545	0.10012034137912648
lamp5.GABAergic.cortical.interneuron	L2.3_IT	0.3807227833527484	0.14244291499234554
lamp5.GABAergic.cortical.interneuron	Endo	0.08673785723739365	0.06230756760733705
lamp5.GABAergic.cortical.interneuron	Astro	0.17985618561403707	0.11823703570171579
lamp5.GABAergic.cortical.interneuron	Chandelier	0.2794449091669012	0.12142687911636871
lamp5.GABAergic.cortical.interneuron	OPC	0.23045323989426925	0.11635997663412925
lamp5.GABAergic.cortical.interneuron	Lamp5_Lhx6	0.6701131858356669	0.43853397133501926
lamp5.GABAergic.cortical.interneuron	Immune	0.04489080567660613	-0.01807823144873341
lamp5.GABAergic.cortical.interneuron	PC	0.07290843030350659	0.0514994639111922
lamp5.GABAergic.cortical.interneuron	Oligo	0.19442898680353807	0.1325566920455632
lamp5.GABAergic.cortical.interneuron	L6_CT	0.3430972097756898	0.12658419285049807
lamp5.GABAergic.cortical.interneuron	Sncg	0.327669963773573	0.20203949703387322
