ct_sc_pipeline	ct_author	spearman_log2FoldChange	spearman_pvalue
vascular.leptomeningeal.cell	Micro	0.7857677088455515	0.653218516754742
vascular.leptomeningeal.cell	Sst	0.7784180626540449	0.6262288527388004
vascular.leptomeningeal.cell	Pax6	0.7711602851588696	0.6515354185364591
vascular.leptomeningeal.cell	VLMC	0.9219833277843003	0.4976073580716814
vascular.leptomeningeal.cell	Vip	0.7823722427092407	0.6293710910872713
vascular.leptomeningeal.cell	L5_ET	0.7684430223684823	0.6359990748978952
vascular.leptomeningeal.cell	L2.3_IT	0.7576727343466352	0.4846760702218051
vascular.leptomeningeal.cell	Endo	0.923665210568782	0.805358318461945
vascular.leptomeningeal.cell	Astro	0.7928750547952912	0.6610383773908042
vascular.leptomeningeal.cell	Chandelier	0.7610837896870756	0.636516604029575
vascular.leptomeningeal.cell	OPC	0.8008192725390514	0.6587325702727481
vascular.leptomeningeal.cell	Lamp5_Lhx6	0.7682330918411848	0.6326069383286506
vascular.leptomeningeal.cell	Immune	0.7902407401917225	0.4274213902648784
vascular.leptomeningeal.cell	PC	0.9534013227650225	0.8772902632221241
vascular.leptomeningeal.cell	Oligo	0.7482949470755456	0.599946347536295
vascular.leptomeningeal.cell	L6_CT	0.7514127769652039	0.6190222976817619
vascular.leptomeningeal.cell	Sncg	0.7773598083323897	0.6437950817556372
vascular.leptomeningeal.cell	L6_IT_Car3	0.7639095017291148	0.6262385466319973
vascular.leptomeningeal.cell	L5.6_NP	0.7562226230377053	0.6189703651102454
vascular.leptomeningeal.cell	SMC	0.9454046421465039	0.5973106916859101
vascular.leptomeningeal.cell	Sst_Chodl	0.7317457512373212	0.47120455179401877
vascular.leptomeningeal.cell	Pvalb	0.7710159727212315	0.6088929750097289
vascular.leptomeningeal.cell	L6_IT	0.7677073281855978	0.5862277374318099
vascular.leptomeningeal.cell	L5_IT	0.7652487873126698	0.5633818817038041
vascular.leptomeningeal.cell	Lamp5	0.7777526935666486	0.6341186480540258
vascular.leptomeningeal.cell	L6b	0.7590953646504153	0.6194678377033183
vascular.leptomeningeal.cell	L4_IT	0.7597178008020308	0.5858393982698349
sst.GABAergic.cortical.interneuron	Micro	0.7586916921480742	0.5922464901839226
sst.GABAergic.cortical.interneuron	Sst	0.9994171193447434	0.9923774909122948
sst.GABAergic.cortical.interneuron	Pax6	0.9441854384079488	0.7927889607339162
sst.GABAergic.cortical.interneuron	VLMC	0.7439144681255129	0.3605394690569167
sst.GABAergic.cortical.interneuron	Vip	0.9613642035545416	0.9236104068032528
sst.GABAergic.cortical.interneuron	L5_ET	0.9245916773869782	0.8099890423415173
sst.GABAergic.cortical.interneuron	L2.3_IT	0.9319633227971665	0.8262662579400393
sst.GABAergic.cortical.interneuron	Endo	0.7663159548544982	0.5977881113521574
sst.GABAergic.cortical.interneuron	Astro	0.8060508755374456	0.7261424285245016
sst.GABAergic.cortical.interneuron	Chandelier	0.9348660586491419	0.8091599530248355
sst.GABAergic.cortical.interneuron	OPC	0.8781120118012176	0.8138019714264823
sst.GABAergic.cortical.interneuron	Lamp5_Lhx6	0.9487058819367089	0.8802571835566413
sst.GABAergic.cortical.interneuron	Immune	0.681093357420465	0.33670878756099465
sst.GABAergic.cortical.interneuron	PC	0.7246156505600676	0.592301677995064
sst.GABAergic.cortical.interneuron	Oligo	0.8183526890432792	0.6946972880801789
sst.GABAergic.cortical.interneuron	L6_CT	0.9298447087191732	0.8836563607542566
sst.GABAergic.cortical.interneuron	Sncg	0.9462613498514106	0.8614172344059909
sst.GABAergic.cortical.interneuron	L6_IT_Car3	0.9232867414801921	0.8672805666365726
sst.GABAergic.cortical.interneuron	L5.6_NP	0.9318550599905708	0.8840100368310227
sst.GABAergic.cortical.interneuron	SMC	0.7429220559056103	0.43296233822119046
