ct_sc_pipeline	ct_author	percent_overlap	contrast
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L2.3_IT	49.65986394557823	Disorder_Schizophrenia_vs_Control
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT_Car3	4.958677685950414	Disorder_Schizophrenia_vs_Control
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT	26.40449438202247	Disorder_Schizophrenia_vs_Control
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_IT	26.933333333333334	Disorder_Schizophrenia_vs_Control
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L4_IT	15.810276679841897	Disorder_Schizophrenia_vs_Control
chandelier.pvalb.GABAergic.cortical.interneuron	Chandelier		Disorder_Schizophrenia_vs_Control
lamp5.GABAergic.cortical.interneuron	Lamp5_Lhx6	17.24137931034483	Disorder_Schizophrenia_vs_Control
lamp5.GABAergic.cortical.interneuron	Lamp5	10.714285714285714	Disorder_Schizophrenia_vs_Control
sst.GABAergic.cortical.interneuron	Sst	61.29032258064516	Disorder_Schizophrenia_vs_Control
sst.GABAergic.cortical.interneuron	Sst_Chodl	0.0	Disorder_Schizophrenia_vs_Control
microglial.cell	Micro	40.42553191489362	Disorder_Schizophrenia_vs_Control
microglial.cell	Immune	0.0	Disorder_Schizophrenia_vs_Control
oligodendrocyte	Oligo	100.0	Disorder_Schizophrenia_vs_Control
astrocyte	Astro	74.3801652892562	Disorder_Schizophrenia_vs_Control
pvalb.GABAergic.cortical.interneuron	Pvalb	67.16417910447761	Disorder_Schizophrenia_vs_Control
PAX6.GABAergic.cortical.interneuron	Pax6	50.0	Disorder_Schizophrenia_vs_Control
vip.GABAergic.cortical.interneuron	Vip	63.63636363636363	Disorder_Schizophrenia_vs_Control
deep.layer.non.IT	L5_ET	0.5681818181818182	Disorder_Schizophrenia_vs_Control
deep.layer.non.IT	L6_CT	7.853403141361256	Disorder_Schizophrenia_vs_Control
deep.layer.non.IT	L5.6_NP	2.23463687150838	Disorder_Schizophrenia_vs_Control
deep.layer.non.IT	L6b	13.829787234042554	Disorder_Schizophrenia_vs_Control
oligodendrocyte.precursor.cell	OPC	84.41558441558442	Disorder_Schizophrenia_vs_Control
sncg.GABAergic.cortical.interneuron	Sncg	75.0	Disorder_Schizophrenia_vs_Control
vascular	VLMC	0.0	Disorder_Schizophrenia_vs_Control
vascular	Endo	6.976744186046512	Disorder_Schizophrenia_vs_Control
vascular	PC	0.0	Disorder_Schizophrenia_vs_Control
vascular	SMC	0.0	Disorder_Schizophrenia_vs_Control
