ct_sc_pipeline	ct_author	percent_overlap	contrast
vascular.leptomeningeal.cell	VLMC	2.48768472906404	Age_death
sst.GABAergic.cortical.interneuron	Sst	83.25875636475853	Age_death
sst.GABAergic.cortical.interneuron	Sst_Chodl	2.2640753356040872	Age_death
lamp5.GABAergic.cortical.interneuron	Lamp5_Lhx6	38.13411078717201	Age_death
lamp5.GABAergic.cortical.interneuron	Lamp5	61.76760216642048	Age_death
sncg.GABAergic.cortical.interneuron	Sncg	64.17410714285714	Age_death
microglial.cell	Micro	75.3606895259509	Age_death
microglial.cell	Immune	1.7894298793175198	Age_death
corticothalamic.projecting.glutamatergic.cortical.neuron	L6_CT	71.20428872295615	Age_death
PAX6.GABAergic.cortical.interneuron	Pax6	67.71417882528993	Age_death
oligodendrocyte	Oligo	92.34016887816648	Age_death
L5.extratelencephalic.projecting.glutamatergic.cortical.neuron	L5_ET	39.97308209959623	Age_death
oligodendrocyte.precursor.cell	OPC	95.06907137375288	Age_death
near.projecting.glutamatergic.cortical.neuron	L5.6_NP	86.61354581673307	Age_death
chandelier.pvalb.GABAergic.cortical.interneuron	Chandelier	88.88888888888889	Age_death
endothelial.cell	Endo	82.4534942182001	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L2.3_IT	72.25346020761246	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT_Car3	28.453713123092573	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT	57.61343804537522	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_IT	55.30341404113059	Age_death
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L4_IT	50.29336078229542	Age_death
vip.GABAergic.cortical.interneuron	Vip	85.71773220747889	Age_death
L6b.glutamatergic.cortical.neuron	L6b	79.23712151002752	Age_death
pvalb.GABAergic.cortical.interneuron	Pvalb	87.36184526669871	Age_death
astrocyte	Astro	89.6103896103896	Age_death
