ct_sc_pipeline	ct_author	spearman_log2FoldChange	spearman_pvalue
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Micro	0.2142562662555059	0.0551435707179528
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sst	0.5222740987485799	0.4289783617369761
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Pax6	0.5488804366405248	0.3657002085908169
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	VLMC	0.2742013987607721	0.08211730436909895
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Vip	0.6394389577160409	0.5609984935671202
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_ET	0.593664331023796	0.43303278436951653
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L2.3_IT	0.9361379691417946	0.9066043494128696
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Endo	0.3012462514128266	0.21224483922056292
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Astro	0.28559538193340417	0.2247160856066258
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Chandelier	0.5739501901509251	0.4108821436116171
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	OPC	0.2753208514361443	0.2839122263463571
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Lamp5_Lhx6	0.5398942159714661	0.42278358806707905
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Immune	0.13809200387538503	0.09788001016163259
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	PC	0.33413794895541943	0.16973980481032486
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Oligo	0.24643548203423676	0.2281069993782246
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_CT	0.6625222433257746	0.4708781386597447
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sncg	0.5670913829439012	0.4251386589615292
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT_Car3	0.6031918991667595	0.4499119467107482
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5.6_NP	0.5429121558772272	0.44647129880373176
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	SMC	0.17428709550762447	0.09354879236543386
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Sst_Chodl	0.3997387263206813	0.1587404006164525
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Pvalb	0.6359493464830408	0.5560543842890163
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6_IT	0.8092776963218183	0.7515123522737819
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L5_IT	0.827899062894779	0.7882330178778191
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	Lamp5	0.5708018407962708	0.48356291767913206
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L6b	0.5406686982713065	0.4142704951762008
L2.3.6.intratelencephalic.projecting.glutamatergic.neuron	L4_IT	0.725700277717758	0.6792512358419789
